Survived,Pclass,Name,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked,Fsize
1,3,Man,male,25.854036396555124,0,0,8.1125,X,S,1
1,1,Man,male,4.0,0,2,81.8583,A,S,3
1,2,Unmarried,female,13.0,0,1,19.5,X,S,2
1,1,Man,male,34.0,0,0,26.55,X,S,1
1,3,Unmarried,female,5.0,2,1,19.2583,X,C,4
1,1,Military,male,52.0,0,0,30.5,C,S,1
0,2,Man,male,36.0,1,2,27.75,X,S,4
0,3,Man,male,20.248497192878645,1,0,19.9667,X,S,2
0,1,Man,male,30.0,0,0,27.75,C,C,1
1,1,Man,male,49.0,1,0,89.1042,C,C,2
0,3,Man,male,25.854036396555124,0,0,8.05,X,S,1
1,3,Man,male,29.0,0,0,7.8958,X,C,1
0,1,Man,male,65.0,0,0,26.55,E,S,1
1,1,Married,female,38.0531153116038,1,0,51.8625,D,S,2
1,2,Unmarried,female,50.0,0,0,10.5,X,S,1
0,3,Man,male,25.854036396555124,0,0,7.75,X,Q,1
1,1,Man,male,48.0,0,0,26.55,E,S,1
0,3,Man,male,34.0,0,0,8.05,X,S,1
0,1,Man,male,47.0,0,0,38.5,E,S,1
0,2,Man,male,48.0,0,0,13.0,X,S,1
0,3,Man,male,25.854036396555124,0,0,8.05,X,S,1
0,3,Man,male,38.0,0,0,7.05,X,S,1
0,2,Man,male,36.37196553890185,0,0,0.0,X,S,1
0,1,Man,male,56.0,0,0,26.55,X,S,1
0,3,Man,male,25.854036396555124,0,0,7.725,X,Q,1
1,3,Unmarried,female,0.75,2,1,19.2583,X,C,4
0,3,Man,male,25.854036396555124,0,0,7.25,X,S,1
0,3,Man,male,38.0,0,0,8.6625,X,S,1
1,2,Married,female,33.0,1,2,27.75,X,S,4
1,2,Married,female,23.0,0,0,13.7917,D,C,1
0,3,Unmarried,female,22.0,0,0,9.8375,X,S,1
0,1,Man,male,46.88989468124858,0,0,52.0,A,S,1
0,2,Man,male,34.0,1,0,21.0,X,S,2
0,3,Man,male,29.0,1,0,7.0458,X,S,2
0,3,Man,male,22.0,0,0,7.5208,X,S,1
1,3,Unmarried,female,2.0,0,1,12.2875,X,S,2
0,3,Man,male,9.0,5,2,46.9,X,S,8
0,2,Man,male,36.37196553890185,0,0,0.0,X,S,1
0,3,Man,male,50.0,0,0,8.05,X,S,1
1,3,Married,female,63.0,0,0,9.5875,X,S,1
1,1,Man,male,25.0,1,0,91.0792,B,C,2
0,3,Unmarried,female,1.455489207643467,3,1,25.4667,X,S,5
1,1,Married,female,35.0,1,0,90.0,C,S,2
0,1,Man,male,58.0,0,0,29.7,B,C,1
0,3,Man,male,30.0,0,0,8.05,X,S,1
1,3,Man,male,9.0,1,1,15.9,X,S,3
0,3,Man,male,20.248497192878645,1,0,19.9667,X,S,2
0,3,Man,male,21.0,0,0,7.25,X,S,1
0,1,Man,male,55.0,0,0,30.5,C,S,1
0,1,Man,male,71.0,0,0,49.5042,X,C,1
0,3,Man,male,21.0,0,0,8.05,X,S,1
0,3,Man,male,25.854036396555124,0,0,14.4583,X,C,1
1,1,Unmarried,female,54.0,1,0,78.2667,D,C,2
0,3,Man,male,25.854036396555124,0,0,15.1,X,S,1
0,1,Married,female,25.0,1,2,151.55,C,S,4
0,3,Man,male,24.0,0,0,7.7958,X,S,1
0,3,Man,male,17.0,0,0,8.6625,X,S,1
0,3,Unmarried,female,21.0,0,0,7.75,X,Q,1
0,3,Unmarried,female,16.16031589865021,0,0,7.6292,X,Q,1
0,3,Unmarried,female,37.0,0,0,9.5875,X,S,1
1,1,Unmarried,female,16.0,0,0,86.5,B,S,1
0,1,Man,male,18.0,1,0,108.9,C,C,2
1,2,Married,female,33.0,0,2,26.0,X,S,3
1,1,Man,male,46.88989468124858,0,0,26.55,X,S,1
0,3,Man,male,28.0,0,0,22.525,X,S,1
1,3,Man,male,26.0,0,0,56.4958,X,S,1
1,3,Man,male,29.0,0,0,7.75,X,Q,1
0,3,Man,male,25.854036396555124,0,0,8.05,X,S,1
1,1,Man,male,36.0,0,0,26.2875,E,S,1
1,1,Married,female,54.0,1,0,59.4,X,C,2
0,3,Man,male,24.0,0,0,7.4958,X,S,1
0,1,Man,male,47.0,0,0,34.0208,D,S,1
1,2,Married,female,34.0,0,0,10.5,F,S,1
0,3,Man,male,25.854036396555124,0,0,24.15,X,Q,1
1,2,Married,female,36.0,1,0,26.0,X,S,2
0,3,Man,male,32.0,0,0,7.8958,X,S,1
1,1,Unmarried,female,30.0,0,0,93.5,B,S,1
0,3,Man,male,22.0,0,0,7.8958,X,S,1
0,3,Man,male,25.854036396555124,0,0,7.225,X,C,1
1,1,Married,female,44.0,0,1,57.9792,B,C,2
0,3,Man,male,25.854036396555124,0,0,7.2292,X,C,1
0,3,Man,male,40.5,0,0,7.75,X,Q,1
1,2,Unmarried,female,50.0,0,0,10.5,X,S,1
0,1,Man,male,46.88989468124858,0,0,221.7792,C,S,1
0,3,Man,male,39.0,0,0,7.925,X,S,1
0,2,Man,male,23.0,2,1,11.5,X,S,4
1,2,Unmarried,female,2.0,1,1,26.0,X,S,3
0,3,Man,male,25.854036396555124,0,0,7.2292,X,C,1
0,3,Man,male,17.0,1,1,7.2292,X,C,3
1,3,Married,female,26.846378070632177,0,2,22.3583,X,C,3
0,3,Unmarried,female,30.0,0,0,8.6625,X,S,1
1,2,Unmarried,female,7.0,0,2,26.25,X,S,3
0,1,Military,male,45.0,0,0,26.55,B,S,1
1,1,Unmarried,female,30.0,0,0,106.425,X,C,1
0,3,Man,male,25.854036396555124,0,0,14.5,X,S,1
1,1,Unmarried,female,22.0,0,2,49.5,B,C,3
1,1,Unmarried,female,36.0,0,2,71.0,B,S,3
0,3,Unmarried,female,9.0,4,2,31.275,X,S,7
0,3,Unmarried,female,11.0,4,2,31.275,X,S,7
1,2,Man,male,32.0,1,0,26.0,X,S,2
0,1,Man,male,50.0,1,0,106.425,C,C,2
0,1,Man,male,64.0,0,0,26.0,X,S,1
1,2,Married,female,19.0,1,0,26.0,X,S,2
1,2,Man,male,36.37196553890185,0,0,13.8625,X,C,1
0,3,Man,male,33.0,1,1,20.525,X,S,3
1,2,Man,male,8.0,1,1,36.75,X,S,3
1,1,Man,male,17.0,0,2,110.8833,C,C,3
0,2,Man,male,27.0,0,0,26.0,X,S,1
0,3,Man,male,25.854036396555124,0,0,7.8292,X,Q,1
1,3,Man,male,22.0,0,0,7.225,X,C,1
1,3,Unmarried,female,22.0,0,0,7.775,X,S,1
0,1,Man,male,62.0,0,0,26.55,X,S,1
1,1,Married,female,48.0,1,0,39.6,A,C,2
0,1,Man,male,46.88989468124858,0,0,227.525,X,C,1
1,1,Married,female,39.0,1,1,79.65,E,S,3
1,3,Married,female,36.0,1,0,17.4,X,S,2
0,3,Man,male,25.854036396555124,0,0,7.75,X,Q,1
0,3,Man,male,40.0,0,0,7.8958,X,S,1
0,2,Man,male,28.0,0,0,13.5,X,S,1
0,3,Man,male,25.854036396555124,0,0,8.05,X,S,1
0,3,Unmarried,female,16.16031589865021,0,0,8.05,X,S,1
0,3,Man,male,24.0,2,0,24.15,X,S,3
0,3,Man,male,19.0,0,0,7.8958,X,S,1
0,3,Married,female,29.0,0,4,21.075,X,S,5
0,3,Man,male,25.854036396555124,0,0,7.2292,X,C,1
1,3,Man,male,32.0,0,0,7.8542,X,S,1
1,2,Man,male,62.0,0,0,10.5,X,S,1
1,1,Married,female,53.0,2,0,51.4792,C,S,3
1,1,Man,male,36.0,0,0,26.3875,E,S,1
1,3,Unmarried,female,16.16031589865021,0,0,7.75,X,Q,1
0,3,Man,male,16.0,0,0,8.05,X,S,1
0,3,Man,male,19.0,0,0,14.5,X,S,1
1,2,Unmarried,female,34.0,0,0,13.0,X,S,1
1,1,Married,female,39.0,1,0,55.9,E,S,2
0,3,Married,female,17.017257026910343,1,0,14.4583,X,C,2
1,3,Man,male,32.0,0,0,7.925,X,S,1
1,2,Unmarried,female,25.0,1,1,30.0,X,S,3
1,1,Married,female,39.0,1,1,110.8833,C,C,3
0,2,Man,male,54.0,0,0,26.0,X,S,1
0,1,Man,male,36.0,0,0,40.125,A,C,1
0,3,Man,male,25.854036396555124,0,0,8.7125,X,C,1
1,1,Unmarried,female,18.0,0,2,79.65,E,S,3
0,2,Man,male,47.0,0,0,15.0,X,S,1
1,1,Man,male,60.0,1,1,79.2,B,C,3
0,3,Man,male,22.0,0,0,8.05,X,S,1
0,3,Man,male,25.854036396555124,0,0,8.05,X,S,1
0,3,Man,male,35.0,0,0,7.125,X,S,1
1,1,Married,female,52.0,1,0,78.2667,D,C,2
0,3,Man,male,47.0,0,0,7.25,X,S,1
0,3,Unmarried,female,20.38389773869557,0,2,7.75,X,Q,3
0,2,Man,male,37.0,1,0,26.0,X,S,2
0,3,Man,male,36.0,1,1,24.15,X,S,3
1,2,Unmarried,female,26.67824504099693,0,0,33.0,X,S,1
0,3,Man,male,49.0,0,0,0.0,X,S,1
0,3,Man,male,25.854036396555124,0,0,7.225,X,C,1
1,1,Man,male,49.0,1,0,56.9292,A,C,2
1,2,Married,female,24.0,2,1,27.0,X,S,4
0,3,Man,male,25.854036396555124,0,0,7.8958,X,S,1
0,1,Man,male,46.88989468124858,0,0,42.4,X,S,1
0,3,Man,male,44.0,0,0,8.05,X,S,1
1,1,Man,male,35.0,0,0,26.55,X,C,1
0,3,Man,male,36.0,1,0,15.55,X,S,2
0,3,Man,male,30.0,0,0,7.8958,X,S,1
1,1,Man,male,27.0,0,0,30.5,X,S,1
1,2,Married,female,22.0,1,2,41.5792,X,C,4
1,1,Unmarried,female,40.0,0,0,153.4625,C,S,1
0,3,Married,female,39.0,1,5,31.275,X,S,7
0,3,Man,male,25.854036396555124,0,0,7.05,X,S,1
1,3,Unmarried,female,10.554776694973732,1,0,15.5,X,Q,2
0,3,Man,male,25.854036396555124,0,0,7.75,X,Q,1
0,3,Man,male,35.0,0,0,8.05,X,S,1
1,2,Unmarried,female,24.0,1,2,65.0,X,S,4
0,3,Man,male,34.0,1,1,14.4,X,S,3
0,3,Married,female,26.0,1,0,16.1,X,S,2
1,2,Unmarried,female,4.0,2,1,39.0,F,S,4
0,2,Man,male,26.0,0,0,10.5,X,S,1
0,3,Man,male,27.0,1,0,14.4542,X,C,2
1,1,Man,male,42.0,1,0,52.5542,D,S,2
1,3,Man,male,20.0,1,1,15.7417,X,C,3
0,3,Man,male,21.0,0,0,7.8542,X,S,1
0,3,Man,male,21.0,0,0,16.1,X,S,1
0,1,Man,male,61.0,0,0,32.3208,D,S,1
0,2,Doctor,male,57.0,0,0,12.35,X,Q,1
1,1,Unmarried,female,21.0,0,0,77.9583,D,S,1
0,3,Man,male,26.0,0,0,7.8958,X,S,1
0,3,Man,male,25.854036396555124,0,0,7.7333,X,Q,1
1,1,Man,male,80.0,0,0,30.0,A,S,1
0,3,Man,male,51.0,0,0,7.0542,X,S,1
1,1,Doctor,male,32.0,0,0,30.5,B,C,1
0,1,Man,male,46.88989468124858,0,0,0.0,X,S,1
0,3,Unmarried,female,9.0,3,2,27.9,X,S,6
1,2,Unmarried,female,28.0,0,0,13.0,X,S,1
0,3,Man,male,32.0,0,0,7.925,X,S,1
0,2,Man,male,31.0,1,1,26.25,X,S,3
0,3,Married,female,41.0,0,5,39.6875,X,S,6
0,3,Man,male,20.248497192878645,1,0,16.1,X,S,2
0,3,Man,male,20.0,0,0,7.8542,X,S,1
1,1,Unmarried,female,24.0,0,0,69.3,B,C,1
0,3,Unmarried,female,2.0,3,2,27.9,X,S,6
1,3,Man,male,25.854036396555124,0,0,56.4958,X,S,1
1,3,Unmarried,female,0.75,2,1,19.2583,X,C,4
1,1,Man,male,48.0,1,0,76.7292,D,C,2
0,3,Man,male,19.0,0,0,7.8958,X,S,1
1,1,Military,male,56.0,0,0,35.5,A,C,1
0,3,Man,male,25.854036396555124,0,0,7.55,X,S,1
1,3,Unmarried,female,23.0,0,0,7.55,X,S,1
0,3,Man,male,25.854036396555124,0,0,7.8958,X,S,1
1,2,Unmarried,female,18.0,0,1,23.0,X,S,2
0,3,Man,male,21.0,0,0,8.4333,X,S,1
1,3,Unmarried,female,16.16031589865021,0,0,7.8292,X,Q,1
0,3,Unmarried,female,18.0,0,0,6.75,X,Q,1
0,2,Man,male,24.0,2,0,73.5,X,S,3
0,3,Man,male,25.854036396555124,0,0,7.8958,X,S,1
0,3,Married,female,32.0,1,1,15.5,X,Q,3
0,2,Man,male,23.0,0,0,13.0,X,S,1
0,1,Man,male,58.0,0,2,113.275,D,C,3
1,1,Doctor,male,50.0,2,0,133.65,X,S,3
0,3,Man,male,40.0,0,0,7.225,X,C,1
0,1,Man,male,47.0,0,0,25.5875,E,S,1
0,3,Man,male,36.0,0,0,7.4958,X,S,1
1,3,Man,male,20.0,1,0,7.925,X,S,2
0,2,Man,male,32.0,2,0,73.5,X,S,3
0,2,Man,male,25.0,0,0,13.0,X,S,1
0,3,Man,male,25.854036396555124,0,0,7.775,X,S,1
0,3,Man,male,43.0,0,0,8.05,X,S,1
1,1,Married,female,38.0531153116038,1,0,52.0,C,S,2
1,2,Married,female,40.0,1,1,39.0,X,S,3
0,1,Man,male,31.0,1,0,52.0,B,S,2
0,2,Man,male,70.0,0,0,10.5,X,S,1
1,2,Man,male,31.0,0,0,13.0,X,S,1
0,2,Man,male,36.37196553890185,0,0,0.0,X,S,1
0,3,Man,male,18.0,0,0,7.775,X,S,1
0,3,Man,male,24.5,0,0,8.05,X,S,1
1,3,Unmarried,female,18.0,0,0,9.8417,X,S,1
0,3,Married,female,43.0,1,6,46.9,X,S,8
1,1,Man,male,36.0,0,1,512.3292,B,C,2
0,3,Unmarried,female,16.16031589865021,0,0,8.1375,X,Q,1
1,1,Man,male,27.0,0,0,76.7292,D,C,1
0,3,Man,male,20.0,0,0,9.225,X,S,1
0,3,Man,male,14.0,5,2,46.9,X,S,8
0,2,Man,male,60.0,1,1,39.0,X,S,3
0,2,Man,male,25.0,1,2,41.5792,X,C,4
0,3,Man,male,14.0,4,1,39.6875,X,S,6
0,3,Man,male,19.0,0,0,10.1708,X,S,1
0,3,Man,male,18.0,0,0,7.7958,X,S,1
1,1,Unmarried,female,15.0,0,1,211.3375,B,S,2
1,1,Man,male,31.0,1,0,57.0,B,S,2
1,3,Unmarried,female,4.0,0,1,13.4167,X,C,2
1,3,Man,male,25.854036396555124,0,0,56.4958,X,S,1
0,3,Man,male,25.0,0,0,7.225,X,C,1
0,1,Military,male,60.0,0,0,26.55,X,S,1
0,2,Man,male,52.0,0,0,13.5,X,S,1
0,3,Man,male,44.0,0,0,8.05,X,S,1
1,3,Unmarried,female,16.16031589865021,0,0,7.7333,X,Q,1
0,1,Man,male,49.0,1,1,110.8833,C,C,3
0,3,Man,male,42.0,0,0,7.65,F,S,1
1,1,Married,female,18.0,1,0,227.525,C,C,2
1,1,Man,male,35.0,0,0,26.2875,E,S,1
0,3,Unmarried,female,18.0,0,1,14.4542,X,C,2
0,3,Man,male,25.0,0,0,7.7417,X,Q,1
0,3,Man,male,26.0,1,0,7.8542,X,S,2
0,2,Man,male,39.0,0,0,26.0,X,S,1
1,2,Married,female,45.0,0,0,13.5,X,S,1
1,1,Man,male,42.0,0,0,26.2875,E,S,1
1,1,Unmarried,female,22.0,0,0,151.55,X,S,1
1,3,Man,male,22.36028811290133,1,1,15.2458,X,C,3
1,1,Unmarried,female,24.0,0,0,49.5042,C,C,1
0,1,Man,male,46.88989468124858,0,0,26.55,C,S,1
1,1,Man,male,48.0,1,0,52.0,C,S,2
0,3,Man,male,29.0,0,0,9.4833,X,S,1
0,2,Man,male,52.0,0,0,13.0,X,S,1
0,3,Man,male,19.0,0,0,7.65,F,S,1
1,1,Unmarried,female,38.0,0,0,227.525,C,C,1
1,2,Unmarried,female,27.0,0,0,10.5,E,S,1
0,3,Man,male,25.854036396555124,0,0,15.5,X,Q,1
0,3,Man,male,33.0,0,0,7.775,X,S,1
1,2,Unmarried,female,6.0,0,1,33.0,X,S,2
0,3,Man,male,17.0,1,0,7.0542,X,S,2
0,2,Man,male,34.0,0,0,13.0,X,S,1
0,2,Man,male,50.0,0,0,13.0,X,S,1
1,1,Man,male,27.0,1,0,53.1,E,S,2
0,3,Man,male,20.0,0,0,8.6625,X,S,1
1,2,Married,female,30.0,3,0,21.0,X,S,4
1,3,Unmarried,female,16.16031589865021,0,0,7.7375,X,Q,1
0,2,Man,male,25.0,1,0,26.0,X,S,2
0,3,Unmarried,female,25.0,1,0,7.925,X,S,2
1,1,Unmarried,female,29.0,0,0,211.3375,B,S,1
0,3,Man,male,11.0,0,0,18.7875,X,C,1
0,2,Man,male,36.37196553890185,0,0,0.0,X,S,1
0,2,Man,male,23.0,0,0,13.0,X,S,1
0,2,Man,male,23.0,0,0,13.0,X,S,1
0,3,Man,male,28.5,0,0,16.1,X,S,1
0,3,Married,female,48.0,1,3,34.375,X,S,5
1,1,Man,male,35.0,0,0,512.3292,B,C,1
0,3,Man,male,25.854036396555124,0,0,7.8958,X,S,1
0,3,Man,male,25.854036396555124,0,0,7.8958,X,S,1
1,1,Man,male,46.88989468124858,0,0,30.0,D,S,1
0,1,Man,male,36.0,1,0,78.85,C,S,2
1,1,Unmarried,female,21.0,2,2,262.375,B,C,5
0,3,Man,male,24.0,1,0,16.1,X,S,2
1,3,Man,male,31.0,0,0,7.925,X,S,1
0,1,Military,male,70.0,1,1,71.0,B,S,3
0,3,Man,male,16.0,1,1,20.25,X,S,3
1,2,Unmarried,female,30.0,0,0,13.0,X,S,1
0,1,Man,male,19.0,1,0,53.1,D,S,2
0,3,Man,male,31.0,0,0,7.75,X,Q,1
1,2,Unmarried,female,4.0,1,1,23.0,X,S,3
1,3,Man,male,6.0,0,1,12.475,E,S,2
0,3,Man,male,33.0,0,0,9.5,X,S,1
0,3,Man,male,23.0,0,0,7.8958,X,S,1
1,2,Married,female,48.0,1,2,65.0,X,S,4
1,2,Man,male,0.67,1,1,14.5,X,S,3
0,3,Man,male,28.0,0,0,7.7958,X,S,1
0,2,Man,male,18.0,0,0,11.5,X,S,1
0,3,Man,male,34.0,0,0,8.05,X,S,1
1,1,Man,female,33.0,0,0,86.5,B,S,1
0,3,Man,male,25.854036396555124,0,0,14.5,X,S,1
0,3,Man,male,41.0,0,0,7.125,X,S,1
1,3,Man,male,20.0,0,0,7.2292,X,C,1
1,1,Married,female,36.0,1,2,120.0,B,S,4
0,3,Man,male,16.0,0,0,7.775,X,S,1
1,1,Married,female,51.0,1,0,77.9583,D,S,2
0,1,Doctor,male,50.12113484721688,0,0,39.6,X,C,1
0,3,Unmarried,female,30.5,0,0,7.75,X,Q,1
0,3,Man,male,20.248497192878645,1,0,24.15,X,Q,2
0,3,Man,male,32.0,0,0,8.3625,X,S,1
0,3,Man,male,24.0,0,0,9.5,X,S,1
0,3,Man,male,48.0,0,0,7.8542,X,S,1
0,2,Married,female,57.0,0,0,10.5,E,S,1
0,3,Man,male,25.854036396555124,0,0,7.225,X,C,1
1,2,Married,female,54.0,1,3,23.0,X,S,5
0,3,Man,male,18.0,0,0,7.75,X,S,1
0,3,Man,male,25.854036396555124,0,0,7.75,F,Q,1
1,3,Unmarried,female,5.0,0,0,12.475,X,S,1
0,3,Man,male,25.854036396555124,0,0,7.7375,X,Q,1
1,1,Married,female,43.0,0,1,211.3375,B,S,2
1,3,Unmarried,female,13.0,0,0,7.2292,X,C,1
1,1,Married,female,17.0,1,0,57.0,B,S,2
0,1,Man,male,29.0,0,0,30.0,D,S,1
0,3,Man,male,24.472079032924007,1,2,23.45,X,S,4
0,3,Man,male,25.0,0,0,7.05,X,S,1
0,3,Man,male,25.0,0,0,7.25,X,S,1
1,3,Unmarried,female,18.0,0,0,7.4958,X,S,1
0,3,Man,male,8.0,4,1,29.125,X,Q,6
1,3,Man,male,1.0,1,2,20.575,X,S,4
0,1,Man,male,46.0,0,0,79.2,B,C,1
0,3,Man,male,25.854036396555124,0,0,7.75,X,Q,1
0,2,Man,male,16.0,0,0,26.0,X,S,1
0,1,Man,male,46.88989468124858,0,0,30.6958,X,C,1
0,3,Man,male,25.0,0,0,7.8958,X,S,1
0,2,Man,male,39.0,0,0,13.0,X,S,1
1,1,Doctor,female,49.0,0,0,25.9292,D,S,1
1,3,Married,female,31.0,0,0,8.6833,X,S,1
0,3,Man,male,30.0,0,0,7.2292,X,C,1
0,3,Married,female,30.0,1,1,24.15,X,S,3
0,2,Man,male,34.0,0,0,13.0,X,S,1
1,2,Married,female,31.0,1,1,26.25,X,S,3
1,1,Man,male,11.0,1,2,120.0,B,S,4
1,3,Man,male,0.42,0,1,8.5167,X,C,2
1,3,Man,male,27.0,0,0,6.975,X,S,1
0,3,Man,male,31.0,0,0,7.775,X,S,1
0,1,Man,male,39.0,0,0,0.0,A,S,1
0,3,Unmarried,female,18.0,0,0,7.775,X,S,1
0,2,Man,male,39.0,0,0,13.0,X,S,1
1,1,Married,female,33.0,1,0,53.1,E,S,2
0,3,Man,male,26.0,0,0,7.8875,X,S,1
0,3,Man,male,39.0,0,0,24.15,X,S,1
0,2,Man,male,35.0,0,0,10.5,X,S,1
0,3,Unmarried,female,6.0,4,2,31.275,X,S,7
0,3,Man,male,30.5,0,0,8.05,X,S,1
0,1,Man,male,46.88989468124858,0,0,0.0,B,S,1
0,3,Unmarried,female,23.0,0,0,7.925,X,S,1
0,2,Man,male,31.0,1,1,37.0042,X,C,3
0,3,Man,male,43.0,0,0,6.45,X,S,1
0,3,Man,male,10.0,3,2,27.9,X,S,6
1,1,Married,female,52.0,1,1,93.5,B,S,3
1,3,Man,male,27.0,0,0,8.6625,X,S,1
0,1,Man,male,38.0,0,0,0.0,X,S,1
1,3,Married,female,27.0,0,1,12.475,E,S,2
0,3,Man,male,2.0,4,1,39.6875,X,S,6
0,3,Man,male,25.854036396555124,0,0,6.95,X,Q,1
0,3,Man,male,25.854036396555124,0,0,56.4958,X,S,1
1,2,Man,male,1.0,0,2,37.0042,X,C,3
1,3,Man,male,25.854036396555124,0,0,7.75,X,Q,1
1,1,Married,female,62.0,0,0,80.0,B,S,1
1,3,Married,female,15.0,1,0,14.4542,X,C,2
1,2,Man,male,0.83,1,1,18.75,X,S,3
0,3,Man,male,25.854036396555124,0,0,7.2292,X,C,1
0,3,Man,male,23.0,0,0,7.8542,X,S,1
0,3,Man,male,18.0,0,0,8.3,X,S,1
1,1,Unmarried,female,39.0,1,1,83.1583,E,C,3
0,3,Man,male,21.0,0,0,8.6625,X,S,1
0,3,Man,male,25.854036396555124,0,0,8.05,X,S,1
1,3,Man,male,32.0,0,0,56.4958,X,S,1
1,1,Man,male,46.88989468124858,0,0,29.7,C,C,1
0,3,Man,male,20.0,0,0,7.925,X,S,1
0,2,Man,male,16.0,0,0,10.5,X,S,1
1,1,Unmarried,female,30.0,0,0,31.0,X,C,1
0,3,Man,male,34.5,0,0,6.4375,X,C,1
0,3,Man,male,17.0,0,0,8.6625,X,S,1
0,3,Man,male,42.0,0,0,7.55,X,S,1
0,3,Man,male,35.0,0,0,7.8958,X,C,1
0,2,Doctor,male,28.0,0,1,33.0,X,S,2
1,1,Married,female,38.0531153116038,1,0,89.1042,C,C,2
0,3,Man,male,4.0,4,2,31.275,X,S,7
0,3,Man,male,74.0,0,0,7.775,X,S,1
0,3,Unmarried,female,9.0,1,1,15.2458,X,C,3
1,1,Unmarried,female,16.0,0,1,39.4,D,S,2
0,2,Married,female,44.0,1,0,26.0,X,S,2
1,3,Married,female,18.0,0,1,9.35,X,S,2
1,1,Married,female,45.0,1,1,164.8667,X,S,3
1,1,Man,male,51.0,0,0,26.55,E,S,1
1,3,Married,female,24.0,0,3,19.2583,X,C,4
0,3,Man,male,25.854036396555124,0,0,7.2292,X,C,1
0,3,Man,male,41.0,2,0,14.1083,X,S,3
0,2,Man,male,21.0,1,0,11.5,X,S,2
1,1,Married,female,48.0,0,0,25.9292,D,S,1
0,2,Man,male,24.0,0,0,13.0,X,S,1
1,2,Married,female,42.0,0,0,13.0,X,S,1
1,2,Unmarried,female,27.0,1,0,13.8583,X,C,2
0,1,Man,male,31.0,0,0,50.4958,A,S,1
0,3,Man,male,25.854036396555124,0,0,9.5,X,S,1
1,3,Man,male,4.0,1,1,11.1333,X,S,3
0,3,Man,male,26.0,0,0,7.8958,X,S,1
1,1,Married,female,47.0,1,1,52.5542,D,S,3
0,1,Man,male,33.0,0,0,5.0,B,S,1
0,3,Man,male,47.0,0,0,9.0,X,S,1
1,2,Married,female,28.0,1,0,24.0,X,C,2
1,3,Unmarried,female,15.0,0,0,7.225,X,C,1
0,3,Man,male,20.0,0,0,9.8458,X,S,1
0,3,Man,male,19.0,0,0,7.8958,X,S,1
0,3,Man,male,25.854036396555124,0,0,7.8958,X,S,1
1,1,Married,female,56.0,0,1,83.1583,C,C,2
1,2,Married,female,25.0,0,1,26.0,X,S,2
0,3,Man,male,33.0,0,0,7.8958,X,S,1
0,3,Unmarried,female,22.0,0,0,10.5167,X,S,1
0,2,Man,male,28.0,0,0,10.5,X,S,1
0,3,Man,male,25.0,0,0,7.05,X,S,1
0,3,Married,female,39.0,0,5,29.125,X,Q,6
0,2,Doctor,male,27.0,0,0,13.0,X,S,1
1,1,Unmarried,female,19.0,0,0,30.0,B,S,1
0,3,Unmarried,female,14.778358535019096,1,2,23.45,X,S,4
1,1,Man,male,26.0,0,0,30.0,C,C,1
0,3,Man,male,32.0,0,0,7.75,X,Q,1
